id,uuid,observed_on,time_observed_at,user_id,created_at,quality_grade,image_url,place_guess,latitude,longitude,positional_accuracy,private_place_guess,scientific_name,common_name
34868292,9752dba5-2a6c-4fd3-973f-603d1547b38f,2019-10-24,2019-10-24 08:42:00 UTC,711450,2019-10-25 12:58:27 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/54932519/medium.jpeg,"Rondebosch, Cape Town, 7700, South Africa",-33.962293,18.469479,,,Pyracantha angustifolia,Narrowleaf Firethorn
36320244,f65ccbb0-7030-4632-81a6-dadee45cc9d6,2019-12-03,2019-12-03 11:40:09 UTC,63000,2019-12-03 16:16:53 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/57400156/medium.jpeg,"City of Cape Town, ZA-WC, ZA",-33.9891393,18.436847,1412,,Pyracantha angustifolia,Narrowleaf Firethorn
42713743,85276c3d-8cd1-40ac-ade9-b2b97ee0ce43,2020-04-18,2020-04-18 15:04:41 UTC,2059572,2020-04-20 23:20:44 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/67832389/medium.jpeg,"Pinelands, Le Cap, 7430, Afrique du Sud",-33.9420286389,18.4957126667,,,Pyracantha angustifolia,Narrowleaf Firethorn
43310755,7d7edef8-7be1-4350-ab66-78d2ad2e51db,2020-04-25,2020-04-25 13:02:18 UTC,2840599,2020-04-25 13:04:33 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/68740245/medium.jpeg,"Pinelands, Cape Town, 7430, South Africa",-33.9427814,18.5048852,22,,Pyracantha angustifolia,Narrowleaf Firethorn
56404934,96bb63d4-3610-41d2-b0bb-d09a4d284212,2020-08-14,2020-08-14 07:00:08 UTC,1548486,2020-08-14 11:40:16 UTC,needs_id,https://inaturalist-open-data.s3.amazonaws.com/photos/89886999/medium.jpeg,"Table Mountain National Park, ZA-WC-CT, ZA-WC, ZA",-34.0752872452,18.3991065156,5,,Pyracantha angustifolia,Narrowleaf Firethorn
60795631,8b3d05d6-e93f-48fc-bcab-cef3445b2f5b,2020-09-24,2020-09-24 15:20:00 UTC,2927683,2020-09-26 05:59:51 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/97235178/medium.jpg,"Muizenberg Mountains, Cape Town, 7945, South Africa",-34.0852983997,18.4397124,,,Pyracantha angustifolia,Narrowleaf Firethorn
66693550,da84c76b-8522-4da1-a2b9-ee523cc8f73c,2020-12-10,2020-12-10 10:46:00 UTC,383144,2020-12-17 12:04:22 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/107572892/medium.jpeg,"Constantia Neck Jeep Track, upper, Cecilia section, Table Mountain National Park",-33.99711667,18.41224115,10,,Pyracantha angustifolia,Narrowleaf Firethorn
67456157,22e4d00e-4ed3-40b3-8a81-d83454b90b92,2020-12-31,2020-12-31 09:36:00 UTC,976311,2021-01-02 14:13:38 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/108990140/medium.jpeg,"Tokai Arboretum, Tokai Park, South Africa",-34.0603786565,18.4161317138,212,,Pyracantha angustifolia,Narrowleaf Firethorn
75813808,32e53ef7-20b7-47c0-b686-19ff2a1ad37e,2021-04-30,2021-04-30 07:09:00 UTC,1012120,2021-04-30 13:47:36 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/124050582/medium.jpg,"Claremont Life Kingsbury Hospital, 23 Wilderness Rd, Claremont, Cape Town, 7708, South Africa",-33.9864479,18.469086,193,,Pyracantha angustifolia,Narrowleaf Firethorn
75826024,af264aa0-44ed-40c9-babc-ab0d6de508fc,2021-04-30,2021-04-30 07:09:00 UTC,1012120,2021-04-30 14:34:46 UTC,needs_id,https://inaturalist-open-data.s3.amazonaws.com/photos/124068183/medium.jpg,"Claremont Life Kingsbury Hospital, 23 Wilderness Rd, Claremont, Cape Town, 7708, South Africa",-33.9864479,18.469086,193,,Pyracantha angustifolia,Narrowleaf Firethorn
75844230,8dc286e0-7ab8-498a-b221-b4bed874ad13,2021-04-30,2021-04-30 10:20:00 UTC,711431,2021-04-30 15:41:06 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/124104242/medium.jpg,"Constantia, Cape Town, South Africa",-34.0408138,18.4387885,,,Pyracantha angustifolia,Narrowleaf Firethorn
75892080,18aa4fec-be8f-4064-b8fd-89f5721e7b42,2021-04-30,2021-04-30 10:20:00 UTC,4313561,2021-04-30 18:42:47 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/124177942/medium.jpg,"City of Cape Town, Western Cape, South Africa",-34.0402777778,18.4375,,,Pyracantha angustifolia,Narrowleaf Firethorn
76064398,7d4d8cca-d741-4aa4-b271-b13c3445d26b,2021-05-01,2021-05-01 07:40:01 UTC,4293947,2021-05-01 07:40:55 UTC,research,https://static.inaturalist.org/photos/124456110/medium.jpeg,"Table Mountain (Nature Reserve), Cape Town, South Africa",-33.9443345089,18.4237766359,20,,Pyracantha angustifolia,Narrowleaf Firethorn
76388631,f701803f-dfa3-4e17-9df0-3f2674544fcf,2021-05-01,2021-05-01 14:01:49 UTC,230520,2021-05-02 02:17:49 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/124958847/medium.jpeg,"Rondebosch, Cape Town, 7700, South Africa",-33.963625,18.4592083,,,Pyracantha angustifolia,Narrowleaf Firethorn
76852787,8636a4c2-9c60-47d6-9c0f-d3c4435190aa,2021-05-02,2021-05-02 11:19:59 UTC,4318498,2021-05-03 05:50:32 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/125695250/medium.jpeg,"Table Mountain (Nature Reserve), Cape Town, South Africa",-34.01087897,18.40561515,5,,Pyracantha angustifolia,Narrowleaf Firethorn
76863232,43c12abc-eecf-4b45-9924-a154a9434a45,2021-05-03,2021-05-03 07:07:19 UTC,1622595,2021-05-03 07:05:26 UTC,research,https://static.inaturalist.org/photos/125713219/medium.jpeg,"Silver Mine (Nature Reserve), Cape Town, South Africa",-34.08067114,18.4313320848,6,,Pyracantha angustifolia,Narrowleaf Firethorn
76916825,0c6cd77d-17e4-407c-8d12-9184627d1fea,2021-05-02,2021-05-02 13:05:09 UTC,4337109,2021-05-03 12:35:54 UTC,needs_id,https://static.inaturalist.org/photos/125793368/medium.jpeg,"Table Mountain (Nature Reserve), Cape Town, South Africa",-33.9905230428,18.4143894911,53,,Pyracantha angustifolia,Narrowleaf Firethorn
79947282,b9389fea-d802-449b-b81c-766994213ec8,2021-05-23,2021-05-23 11:42:52 UTC,1670085,2021-05-23 14:46:11 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/130986785/medium.jpg,"Camps Bay, Cape Town, WC, ZA",-33.9583866667,18.3899383333,22,,Pyracantha angustifolia,Narrowleaf Firethorn
79949156,d2daedd6-462d-4b6f-ae6e-ecb479494565,2021-05-23,2021-05-23 11:50:00 UTC,1670085,2021-05-23 14:58:09 UTC,needs_id,https://inaturalist-open-data.s3.amazonaws.com/photos/130992047/medium.jpg,"Table Mountain National Park, Cape Town, WC, ZA",-33.9612083333,18.388825,45,,Pyracantha angustifolia,Narrowleaf Firethorn
105504845,c20c2de4-b6b3-4fcf-a3f1-6e91a63ff7db,2022-01-24,2022-01-24 16:27:31 UTC,1653052,2022-01-24 16:30:11 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/177036810/medium.jpg,"Mount Close, Noordhoek, WC, ZA",-34.1063329345,18.4026948922,5,,Pyracantha angustifolia,Narrowleaf Firethorn
113444088,0e1eaa08-3c7f-4c6d-9088-7015ba4e7518,2022-04-29,2022-04-29 15:50:27 UTC,1680721,2022-04-29 15:57:14 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/191661447/medium.jpeg,"City of Cape Town, ZA-WC, ZA",-34.0491949255,18.4498545807,9,,Pyracantha angustifolia,Narrowleaf Firethorn
113692526,2139f481-fb2f-44bf-8078-a36a99aa6b0d,2022-04-29,2022-04-29 15:47:57 UTC,4320055,2022-04-30 05:49:51 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/192068996/medium.jpg,"City of Cape Town, ZA-WC, ZA",-34.0492910347,18.4497120834,65,,Pyracantha angustifolia,Narrowleaf Firethorn
113753062,a5807b4a-f95d-4b5d-9ddf-632068335ad0,2022-04-29,2022-04-29 15:48:00 UTC,5600495,2022-04-30 11:49:38 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/192160802/medium.jpg,"Clement Way, Southern Suburbs, WC, ZA",-34.049275,18.4500283333,4,,Pyracantha angustifolia,Narrowleaf Firethorn
114668767,b519f864-f957-484b-9114-8cd7631c6c40,2022-05-02,2022-05-02 08:06:00 UTC,2597385,2022-05-02 13:16:51 UTC,research,https://static.inaturalist.org/photos/193578368/medium.jpeg,"Oranjekloof, Table Mountain (Nature Reserve), Cape Town, South Africa",-33.9986111,18.3927778,1798,,Pyracantha angustifolia,Narrowleaf Firethorn
114724886,4e66626c-c653-4288-a7a0-f24dc69d9593,2022-05-01,2022-05-01 10:08:06 UTC,2828633,2022-05-02 15:41:38 UTC,research,https://static.inaturalist.org/photos/193696545/medium.jpg,"Table Mountain National Park, Southern Suburbs, WC, ZA",-33.9957716667,18.4130833333,10,,Pyracantha angustifolia,Narrowleaf Firethorn
114861110,51bf61ac-c663-4290-b16b-e6a685af9839,2022-05-02,2022-05-02 12:59:24 UTC,5583853,2022-05-02 20:48:38 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/193908497/medium.jpeg,"Vredehoek, Cape Town, 8001, South Africa",-33.9358329772,18.4198684692,,,Pyracantha angustifolia,Narrowleaf Firethorn
115304991,3b559f3f-0c5d-43d7-96a9-d074c3cc9dc0,2022-05-02,2022-05-02 11:07:53 UTC,715952,2022-05-04 07:16:11 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/194638601/medium.jpg,"Tanja Road, Southern Suburbs, WC, ZA",-34.00454445,18.4356416667,6,,Pyracantha angustifolia,Narrowleaf Firethorn
116838929,dc857869-6f07-4ee9-b888-7e8c9b32fa81,2022-05-13,2022-05-13 12:58:36 UTC,2173153,2022-05-13 15:14:46 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/197260128/medium.jpeg,"Table Mountain National Park, ZA-WC-CT, ZA-WC, ZA",-33.9957595958,18.4130681715,8,,Pyracantha angustifolia,Narrowleaf Firethorn
120411816,a06e1071-634c-4e31-9faf-ab2719d2cf14,2022-06-04,2022-06-04 11:14:00 UTC,567196,2022-06-05 21:43:38 UTC,needs_id,https://inaturalist-open-data.s3.amazonaws.com/photos/203651822/medium.jpeg,"Table Mountain (Nature Reserve), Cape Town, South Africa",-33.9595030142,18.389847774,92,,Pyracantha angustifolia,Narrowleaf Firethorn
122771955,f08508f2-1095-49fa-9a55-87f1f5dc7145,2022-06-20,2022-06-20 12:57:51 UTC,1537392,2022-06-21 06:45:06 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/207909816/medium.jpg,"Heron Way, Milnerton, WC, ZA",-33.8899,18.503705,7,,Pyracantha angustifolia,Narrowleaf Firethorn
126524947,aa9fe6ac-8811-4fbf-b42d-d584959979fd,2022-06-25,2022-06-25 12:21:37 UTC,2173153,2022-07-16 19:14:09 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/214685969/medium.jpeg,"Table Mountain National Park, ZA-WC-CT, ZA-WC, ZA",-33.9902630633,18.4146129486,4,,Pyracantha angustifolia,Narrowleaf Firethorn
127013365,be60fa9f-ebfe-44d9-b12e-1ac744ac861c,2022-07-19,2022-07-19 15:56:50 UTC,2138373,2022-07-19 21:43:46 UTC,research,https://static.inaturalist.org/photos/215577454/medium.jpeg,"Table Mountain National Park, ZA-WC-CT, ZA-WC, ZA",-33.97393354,18.44424868,7,,Pyracantha angustifolia,Narrowleaf Firethorn
130970871,77b9a4df-b9b0-4938-86c1-181186d722db,2022-07-19,2022-07-19 15:00:00 UTC,2701143,2022-08-15 18:57:11 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/222809771/medium.jpeg,"Table Mountain Nature reserve Kaapstad, 7700, Zuid-Afrika",-33.969504,18.44701,439,,Pyracantha angustifolia,Narrowleaf Firethorn
135564604,9826c321-9dae-4353-8a8f-3200effcf9c1,2022-09-03,2022-09-03 14:22:00 UTC,23016,2022-09-18 19:34:18 UTC,needs_id,https://inaturalist-open-data.s3.amazonaws.com/photos/231232714/medium.jpg,"Wynberg NU (2), Cape Town, 7824, South Africa",-33.9856534457,18.4303554081,31,,Pyracantha angustifolia,Narrowleaf Firethorn
148600576,b1a76df9-60da-47b1-8ebd-b8d241e8586a,2023-02-12,2023-02-12 05:38:42 UTC,5579308,2023-02-12 13:06:52 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/255932399/medium.jpg,"Newlands Forest, Cape Town, WC, ZA",-33.9737883333,18.44443,4,,Pyracantha angustifolia,Narrowleaf Firethorn
156041002,4ba5147c-ac50-44e1-aee8-914b28dd7d35,2023-04-22,2023-04-22 08:53:05 UTC,1938486,2023-04-22 13:33:48 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/269786653/medium.jpeg,"Newlands, Cape Town, 7725, South Africa",-33.9697168,18.4567224,,,Pyracantha angustifolia,Narrowleaf Firethorn
157038733,9f8631e0-6677-4b13-9169-8c7b2baf25ca,2023-04-28,2023-04-28 08:12:04 UTC,1622595,2023-04-28 08:13:29 UTC,research,https://static.inaturalist.org/photos/271587248/medium.jpeg,"Silver Mine (Nature Reserve), Cape Town, South Africa",-34.0806634086,18.4313602782,64,,Pyracantha angustifolia,Narrowleaf Firethorn
157947514,b63f5420-e942-4010-9125-651d191a6ad1,2023-04-29,2023-04-29 15:45:27 UTC,6766787,2023-04-30 04:38:48 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/273032870/medium.jpeg,"Sector 1, Edgemead, Cape Town, 7407, South Africa",-33.8685579022,18.5475430638,7,,Pyracantha angustifolia,Narrowleaf Firethorn
158237638,11a1b422-46d0-4a33-9cba-0b479714cc76,2023-04-30,2023-04-30 18:53:00 UTC,2851574,2023-04-30 19:00:16 UTC,research,https://static.inaturalist.org/photos/273492537/medium.jpg,"Hout Bay, Cape Town, South Africa",-34.0105873164,18.3885954754,57,,Pyracantha angustifolia,Narrowleaf Firethorn
158588147,77a1cfdf-0153-4cbf-92a7-609f32aa6ddc,2023-05-01,2023-05-01 11:42:12 UTC,2829106,2023-05-01 11:44:20 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/274060306/medium.jpeg,"Fir Grove, Cape Town, 7848, South Africa",-34.0430250484,18.4353188518,9,,Pyracantha angustifolia,Narrowleaf Firethorn
165342958,7c756ff1-6c86-4d9e-a327-07c98effc4b6,2023-06-02,2023-06-02 12:40:50 UTC,2040203,2023-06-03 17:34:59 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/286212721/medium.jpeg,"Table Mountain (Nature Reserve), Cape Town, South Africa",-34.0102976069,18.4046446905,8,,Pyracantha angustifolia,Narrowleaf Firethorn
192365967,58aa9c55-1772-419f-a47a-495c914a3ea8,2023-11-27,2023-11-27 16:44:33 UTC,1474346,2023-11-27 19:16:08 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/337676516/medium.jpg,"Table Mountain National Park, ZA-WC-CT, ZA-WC, ZA",-34.0753135142,18.3990394438,9,,Pyracantha angustifolia,Narrowleaf Firethorn
193029124,d13aed56-af0a-4151-aaaf-854090ca98a0,2023-12-04,2023-12-04 07:53:40 UTC,1432801,2023-12-04 12:29:37 UTC,needs_id,https://inaturalist-open-data.s3.amazonaws.com/photos/339004971/medium.jpg,"Table Mountain National Park, Hout Bay, WC, ZA",-34.0610645386,18.412526194,4,,Pyracantha angustifolia,Narrowleaf Firethorn
209441249,f600861d-21ca-4e63-b174-9d0927568312,2024-04-26,2024-04-26 07:37:14 UTC,8046948,2024-04-26 07:51:40 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/370637050/medium.jpeg,"Tamboerskloof, Cape Town, 8001, Südafrika",-33.9298069444,18.398665,,,Pyracantha angustifolia,Narrowleaf Firethorn
209470583,c812a21a-c1bc-47c0-97aa-12ee72c55f35,2024-04-21,2024-04-21 05:05:00 UTC,3693355,2024-04-26 09:44:56 UTC,needs_id,https://inaturalist-open-data.s3.amazonaws.com/photos/370678045/medium.jpg,"Table Mountain (Nature Reserve), Cape Town, South Africa",-33.9701711141,18.444348645,300,,Pyracantha angustifolia,Narrowleaf Firethorn
209999963,dfab6217-94eb-462e-a9a9-ace786eea754,2024-04-27,2024-04-27 06:25:50 UTC,8058543,2024-04-27 06:27:09 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/371526726/medium.jpg,"Klaasenbosch Trail, Constantia, WC, ZA",-34.00615,18.4379216667,3,,Pyracantha angustifolia,Narrowleaf Firethorn
210128381,1b129065-d02a-42c8-8b56-4abce102b9a3,2024-04-27,2024-04-27 06:25:55 UTC,8046103,2024-04-27 13:15:11 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/371722268/medium.jpg,"Klaasenbosch Trail, Constantia, WC, ZA",-34.0061611167,18.4379166667,4,,Pyracantha angustifolia,Narrowleaf Firethorn
210169733,60b573d9-475a-40ef-add7-6591d5ae5a72,2024-04-27,2024-04-27 14:25:10 UTC,8049451,2024-04-27 14:28:26 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/371784983/medium.jpg,"City of Cape Town, ZA-WC, ZA",-33.9639870549,18.4591425416,296,,Pyracantha angustifolia,Narrowleaf Firethorn
210392904,23c9f8f5-5096-4436-b8b7-bbf7e683627a,2024-04-27,2024-04-27 13:11:45 UTC,5001895,2024-04-27 20:17:35 UTC,needs_id,https://static.inaturalist.org/photos/372134918/medium.jpeg,"Claremont, Cape Town, 7735, South Africa",-33.9898815997,18.45436,,,Pyracantha angustifolia,Narrowleaf Firethorn
210676810,f4e55ae0-f41d-4efe-9b0c-0f94ad7699c7,2024-04-28,2024-04-28 07:46:28 UTC,8054093,2024-04-28 07:48:49 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/372611059/medium.jpg,"Sun Valley Avenue, Constantia, WC, ZA",-34.0061633662,18.4380639251,3,,Pyracantha angustifolia,Narrowleaf Firethorn
210709532,58846e9a-e16a-427d-bbc6-436f6c913c78,2024-04-28,2024-04-28 09:01:12 UTC,5361946,2024-04-28 09:34:32 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/372660939/medium.jpg,"Newlands Forest, Cape Town, WC, ZA",-33.9738372574,18.4444338363,3,,Pyracantha angustifolia,Narrowleaf Firethorn
251163253,7deb462a-0a4f-4df9-a748-24ed3e6b94d2,2024-11-10,2024-11-10 12:39:53 UTC,7164772,2024-11-10 13:15:10 UTC,needs_id,https://inaturalist-open-data.s3.amazonaws.com/photos/449352481/medium.jpeg,"Table Mountain National Park, Cape Town, Western Cape, ZA",-33.9612366667,18.457505,5,,Pyracantha angustifolia,Narrowleaf Firethorn
273011681,55c29df4-896a-4113-bbc7-45c07c970fca,2025-04-25,2025-04-25 07:48:36 UTC,7243447,2025-04-25 11:16:04 UTC,needs_id,https://inaturalist-open-data.s3.amazonaws.com/photos/491129740/medium.jpeg,"Wynberg NU (2), Cape Town, 7824, South Africa",-33.9861194444,18.4309194444,,,Pyracantha angustifolia,Narrowleaf Firethorn
273789481,e2ccda3f-e16e-42de-b96e-9f2ffa7246d4,2025-04-26,2025-04-26 13:01:01 UTC,7164772,2025-04-26 13:01:50 UTC,needs_id,https://inaturalist-open-data.s3.amazonaws.com/photos/492341110/medium.jpg,"University of Cape Town, Cape Town, Western Cape, ZA",-33.9580372861,18.4587202873,4,,Pyracantha angustifolia,Narrowleaf Firethorn
275580004,349db2dd-6ccd-40ae-ac53-deddb8b20bdb,2025-04-28,2025-04-28 09:55:33 UTC,5542414,2025-04-28 12:28:24 UTC,needs_id,https://inaturalist-open-data.s3.amazonaws.com/photos/495152141/medium.jpeg,"Bel Ombre, Cape Town, 7806, South Africa",-34.0126005,18.42026636,3,,Pyracantha angustifolia,Narrowleaf Firethorn
275686979,38a592a4-6127-4aa6-b3db-1d782bfa6ed4,2025-04-28,2025-04-28 10:27:55 UTC,1474346,2025-04-28 14:24:00 UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/495304639/medium.jpg,"Kirstenbosch National Botanical Garden, Cape Town, Western Cape, ZA",-33.9872505124,18.434192498,859,,Pyracantha angustifolia,Narrowleaf Firethorn
275752085,392506e8-5b64-44af-8122-42ae34d5dbf6,2025-04-28,2025-04-28 15:23:41 UTC,9217156,2025-04-28 15:24:07 UTC,needs_id,https://inaturalist-open-data.s3.amazonaws.com/photos/495396966/medium.jpg,"Twisted Roots Trail, Cape Town, Western Cape, ZA",-33.9728110191,18.4443328344,3,,Pyracantha angustifolia,Narrowleaf Firethorn
275970539,dfd10caf-f984-42ea-a304-c88aec44a484,2025-04-28,2025-04-28 09:51:00 UTC,852523,2025-04-28 19:15:50 UTC,needs_id,https://inaturalist-open-data.s3.amazonaws.com/photos/495671188/medium.jpeg,"Glencairn neighbourhood, , Cape Town, 7975, South Africa",-34.1551697285,18.4181256449,539,,Pyracantha angustifolia,Narrowleaf Firethorn
283560817,dee168cc-0211-401f-9be0-7a5bdb6a3f76,2025-05-24,2025-05-24 07:13:04 UTC,1493157,2025-05-24 07:13:34 UTC,needs_id,https://inaturalist-open-data.s3.amazonaws.com/photos/509534212/medium.jpg,"Table Mountain National Park, Cape Town, Western Cape, ZA",-33.9972170217,18.4122359906,2,,Pyracantha angustifolia,Narrowleaf Firethorn
295455457,8f224079-ff02-43f3-a8e2-dd33f202b5a6,2025-07-05,2025-07-05 07:32:00 UTC,5880267,2025-07-05 18:17:31 UTC,needs_id,https://inaturalist-open-data.s3.amazonaws.com/photos/531891204/medium.jpg,"Table Mountain National Park, Table Mountain (Nature Reserve), Cape Town, South Africa",-33.9920347255,18.4139918536,6,,Pyracantha angustifolia,Narrowleaf Firethorn
