latitude,longitude,elevation,bio1,bio4,bio5,bio6,bio12,bio13,bio14,bio15,month,day_of_year,sin_month,cos_month
-28.376878,28.989870,,1.424493,40.011818,2.499050,-0.013900,771.000000,126.000000,8.000000,70.728271,5.000000,124.000000,0.866025,-0.500000
-28.572803,28.399538,,1.360363,43.814850,2.509350,-0.138250,767.000000,122.000000,11.000000,64.833092,5.000000,124.000000,0.866025,-0.500000
-28.865362,27.892339,,1.459300,50.486855,2.730825,-0.220875,708.000000,114.000000,9.000000,64.604469,5.000000,124.000000,0.866025,-0.500000
-30.294880,28.333515,,1.463071,41.188744,2.613825,0.110500,690.000000,107.000000,13.000000,61.889271,5.000000,127.000000,0.866025,-0.500000
-35.367897,149.037414,,1.293587,52.644554,2.747175,-0.039050,771.000000,79.000000,49.000000,15.521218,6.000000,160.000000,0.500000,-0.866025
41.684584,2.331373,,1.256185,58.363106,2.683725,0.099750,779.000000,88.000000,44.000000,21.931585,6.000000,160.000000,0.500000,-0.866025
-34.607813,-58.387670,,1.740989,48.374722,2.965604,0.662747,1093.000000,115.000000,63.000000,22.339764,6.000000,174.000000,0.500000,-0.866025
-28.526075,28.459645,,1.360363,43.814850,2.509350,-0.138250,767.000000,122.000000,11.000000,64.833092,6.000000,178.000000,0.500000,-0.866025
-37.786533,145.353594,,1.393853,39.558472,2.656825,0.478100,1048.000000,108.000000,55.000000,19.858068,6.000000,164.000000,0.500000,-0.866025
37.801200,-122.473792,,1.405027,25.948078,2.278857,0.633633,783.000000,162.000000,2.000000,92.000366,7.000000,184.000000,0.000000,-1.000000
-26.683388,27.110544,,1.714588,46.871273,2.875975,0.048950,614.000000,111.000000,4.000000,74.241745,7.000000,193.000000,0.000000,-1.000000
38.488989,-28.238632,,1.593069,30.927984,2.401827,0.986202,1380.000000,176.000000,51.000000,35.833649,7.000000,206.000000,0.000000,-1.000000
-26.630056,30.653104,,1.598477,32.382214,2.495300,0.306425,906.000000,154.000000,8.000000,72.991165,7.000000,194.000000,0.000000,-1.000000
-26.629936,30.653261,,1.598477,32.382214,2.495300,0.306425,906.000000,154.000000,8.000000,72.991165,7.000000,194.000000,0.000000,-1.000000
-26.510299,29.825025,,1.447805,39.313759,2.455500,-0.059275,688.000000,124.000000,5.000000,78.939537,7.000000,194.000000,0.000000,-1.000000
-26.512914,29.914329,,1.456923,38.730415,2.449275,-0.010725,702.000000,128.000000,5.000000,79.581047,7.000000,194.000000,0.000000,-1.000000
-26.511419,29.902363,,1.456923,38.730415,2.449275,-0.010725,702.000000,128.000000,5.000000,79.581047,7.000000,194.000000,0.000000,-1.000000
41.385373,1.650254,,1.344721,57.757130,2.758675,0.174375,654.000000,78.000000,27.000000,26.082315,8.000000,222.000000,-0.500000,-0.866025
-26.501924,27.319238,,1.671169,46.743969,2.822425,0.009350,632.000000,114.000000,4.000000,75.151314,1.000000,22.000000,0.000000,1.000000
40.453067,-3.995272,638.530000,1.419818,68.369209,3.178925,0.135500,385.000000,47.000000,11.000000,37.498352,1.000000,5.000000,0.000000,1.000000
-25.739679,28.253849,,1.787250,38.988007,2.793500,0.349875,695.000000,129.000000,3.000000,80.531609,2.000000,36.000000,0.500000,0.866025
-25.965431,27.843210,,1.750370,41.877388,2.802875,0.208175,686.000000,130.000000,3.000000,78.909058,2.000000,42.000000,0.500000,0.866025
-33.643066,151.046093,,1.662946,39.614578,2.607565,0.580759,1125.000000,136.000000,53.000000,29.838326,2.000000,57.000000,0.500000,0.866025
-35.296245,148.919480,,1.272998,52.488045,2.691075,0.010850,862.000000,85.000000,56.000000,14.831996,3.000000,83.000000,0.866025,0.500000
-28.516458,28.406140,,1.360363,43.814850,2.509350,-0.138250,767.000000,122.000000,11.000000,64.833092,3.000000,69.000000,0.866025,0.500000
-31.808538,-64.514845,,1.512219,46.679596,2.765750,0.177800,719.000000,108.000000,12.000000,62.816498,4.000000,96.000000,1.000000,0.000000
-27.984934,152.281824,,1.653359,42.570641,2.687775,0.522100,860.000000,118.000000,31.000000,44.909000,4.000000,102.000000,1.000000,0.000000
-27.984002,152.283860,,1.653359,42.570641,2.687775,0.522100,860.000000,118.000000,31.000000,44.909000,4.000000,102.000000,1.000000,0.000000
-27.981978,152.294908,,1.653359,42.570641,2.687775,0.522100,860.000000,118.000000,31.000000,44.909000,4.000000,100.000000,1.000000,0.000000
-27.978767,152.292066,,1.653359,42.570641,2.687775,0.522100,860.000000,118.000000,31.000000,44.909000,4.000000,99.000000,1.000000,0.000000
-27.979909,152.289945,,1.653359,42.570641,2.687775,0.522100,860.000000,118.000000,31.000000,44.909000,4.000000,99.000000,1.000000,0.000000
-27.980971,152.289774,,1.653359,42.570641,2.687775,0.522100,860.000000,118.000000,31.000000,44.909000,4.000000,103.000000,1.000000,0.000000
-26.663810,27.077973,,1.681009,46.199989,2.833625,0.017700,623.000000,114.000000,5.000000,75.532372,4.000000,119.000000,1.000000,0.000000
-33.973837,18.444434,,1.651621,29.122250,2.512526,0.858842,592.000000,100.000000,17.000000,65.611244,4.000000,119.000000,1.000000,0.000000
-38.304547,175.687429,,1.216224,37.429222,2.280325,0.238525,1515.000000,152.000000,95.000000,15.902196,4.000000,121.000000,1.000000,0.000000
4.578656,-74.111239,,1.217182,3.114201,1.814900,0.612375,1312.000000,156.000000,44.000000,31.520922,4.000000,117.000000,1.000000,0.000000
-30.343707,28.808468,,1.425930,37.835381,2.542700,0.115200,734.000000,125.000000,13.000000,68.613472,4.000000,117.000000,1.000000,0.000000
4.674983,-74.130639,,1.353832,3.230882,1.984150,0.689275,1208.000000,153.000000,43.000000,32.396183,4.000000,118.000000,1.000000,0.000000
-26.069704,27.769172,,1.609785,40.764656,2.649125,0.121675,721.000000,136.000000,3.000000,78.365257,4.000000,118.000000,1.000000,0.000000
-26.069704,27.769172,,1.609785,40.764656,2.649125,0.121675,721.000000,136.000000,3.000000,78.365257,4.000000,118.000000,1.000000,0.000000
-26.467581,27.410261,,1.601791,45.807961,2.710650,0.000700,669.000000,123.000000,4.000000,76.241196,4.000000,99.000000,1.000000,0.000000
-26.704133,27.107361,,1.714588,46.871273,2.875975,0.048950,614.000000,111.000000,4.000000,74.241745,4.000000,117.000000,1.000000,0.000000
-25.789012,28.322475,,1.787250,38.988007,2.793500,0.349875,695.000000,129.000000,3.000000,80.531609,4.000000,121.000000,1.000000,0.000000
-34.006163,18.438064,,1.651324,27.881145,2.473486,0.892202,575.000000,98.000000,16.000000,66.096016,4.000000,119.000000,1.000000,0.000000
-33.963987,18.459143,,1.651621,29.122250,2.512526,0.858842,592.000000,100.000000,17.000000,65.611244,4.000000,118.000000,1.000000,0.000000
-34.064402,18.873224,,1.548028,33.515900,2.575667,0.633744,792.000000,119.000000,25.000000,56.383369,4.000000,117.000000,1.000000,0.000000
-34.006161,18.437917,,1.651324,27.881145,2.473486,0.892202,575.000000,98.000000,16.000000,66.096016,4.000000,118.000000,1.000000,0.000000
-28.243877,27.653906,,1.562135,51.357140,2.868950,-0.187950,643.000000,105.000000,8.000000,66.655800,4.000000,107.000000,1.000000,0.000000
-26.060198,27.878812,,1.637092,41.087360,2.673225,0.174150,716.000000,133.000000,3.000000,78.065933,4.000000,113.000000,1.000000,0.000000
-33.938713,18.883270,,1.596588,36.448689,2.712250,0.610875,787.000000,121.000000,23.000000,58.956909,4.000000,105.000000,1.000000,0.000000
-38.999631,175.812508,,1.125077,37.556953,2.202175,0.189500,1560.000000,164.000000,94.000000,15.022326,4.000000,115.000000,1.000000,0.000000
-34.006150,18.437922,,1.651324,27.881145,2.473486,0.892202,575.000000,98.000000,16.000000,66.096016,4.000000,118.000000,1.000000,0.000000
-34.468170,150.826460,,1.516476,37.231796,2.412425,0.543825,1270.000000,153.000000,56.000000,25.415483,4.000000,117.000000,1.000000,0.000000
41.574864,2.228285,122.080000,1.502573,57.634766,2.886550,0.312125,659.000000,79.000000,32.000000,24.609247,4.000000,92.000000,1.000000,0.000000
-25.747225,28.299074,,1.787250,38.988007,2.793500,0.349875,695.000000,129.000000,3.000000,80.531609,4.000000,119.000000,1.000000,0.000000
-36.745420,147.166518,,1.171762,49.947010,2.590650,0.088525,1185.000000,146.000000,53.000000,30.039091,5.000000,135.000000,0.866025,-0.500000
-38.996111,175.805401,,1.125077,37.556953,2.202175,0.189500,1560.000000,164.000000,94.000000,15.022326,5.000000,134.000000,0.866025,-0.500000
-31.562471,-64.709791,,1.112318,45.110153,2.355625,-0.195325,680.000000,106.000000,9.000000,64.598503,5.000000,124.000000,0.866025,-0.500000
-33.545714,150.110941,,1.240482,47.948494,2.554800,0.063950,888.000000,110.000000,54.000000,21.812794,5.000000,147.000000,0.866025,-0.500000
-39.002414,175.797988,,0.963827,38.696831,2.080825,0.029575,1791.000000,175.000000,106.000000,13.073433,5.000000,134.000000,0.866025,-0.500000
39.560000,-0.430000,,1.696263,53.648815,2.987475,0.557500,429.000000,71.000000,11.000000,42.475056,5.000000,150.000000,0.866025,-0.500000
-26.899586,-65.682661,,1.297933,39.824192,2.438100,-0.080200,352.000000,79.000000,2.000000,98.994293,5.000000,139.000000,0.866025,-0.500000
38.642471,-8.216812,,1.599168,49.184303,3.068525,0.576350,669.000000,109.000000,5.000000,61.941750,5.000000,149.000000,0.866025,-0.500000
43.349571,-1.795176,-0.300000,1.425290,44.572208,2.471721,0.481393,1260.000000,146.000000,64.000000,23.202736,5.000000,127.000000,0.866025,-0.500000
-34.329850,-56.716642,,1.693631,48.055038,3.068900,0.591550,1209.000000,127.000000,84.000000,12.015813,6.000000,162.000000,0.500000,-0.866025
-31.831731,24.482228,,1.239831,51.423470,2.680200,-0.251925,407.000000,66.000000,14.000000,51.903885,6.000000,167.000000,0.500000,-0.866025
-30.127707,29.925010,,1.612390,32.862236,2.526725,0.338850,890.000000,140.000000,15.000000,67.175552,6.000000,170.000000,0.500000,-0.866025
-34.511778,-55.793232,,1.642660,45.258663,2.822125,0.607950,1144.000000,107.000000,80.000000,8.105512,6.000000,161.000000,0.500000,-0.866025
-28.309295,28.613226,,1.379609,43.564705,2.538900,-0.179875,744.000000,119.000000,10.000000,67.104996,6.000000,156.000000,0.500000,-0.866025
-26.748361,26.593871,,1.711364,46.687950,2.891725,0.079725,593.000000,111.000000,5.000000,76.223389,6.000000,164.000000,0.500000,-0.866025
-26.060302,27.879030,,1.637092,41.087360,2.673225,0.174150,716.000000,133.000000,3.000000,78.065933,6.000000,172.000000,0.500000,-0.866025
-26.059733,27.879945,,1.637092,41.087360,2.673225,0.174150,716.000000,133.000000,3.000000,78.065933,6.000000,172.000000,0.500000,-0.866025
-35.920316,145.706413,,1.568590,55.384480,3.125950,0.293450,477.000000,49.000000,27.000000,18.006470,6.000000,,0.500000,-0.866025
-0.151535,-78.488204,,1.531936,1.453672,2.240200,0.862700,808.000000,125.000000,11.000000,50.560860,6.000000,174.000000,0.500000,-0.866025
-35.193972,149.102264,,1.333123,53.219158,2.772175,0.020450,718.000000,73.000000,45.000000,15.560626,7.000000,191.000000,0.000000,-1.000000
-43.539867,172.620031,,1.183747,38.336189,2.240558,0.186015,786.000000,98.000000,49.000000,23.720259,7.000000,188.000000,0.000000,-1.000000
-29.317305,27.586955,,1.489575,49.889687,2.770675,-0.078425,728.000000,117.000000,11.000000,64.061363,7.000000,203.000000,0.000000,-1.000000
-30.323319,28.708497,,1.533974,39.947670,2.655875,0.148750,684.000000,119.000000,11.000000,69.032097,7.000000,189.000000,0.000000,-1.000000
-30.353451,28.841826,,1.427125,37.217838,2.525925,0.080275,754.000000,136.000000,12.000000,71.262024,7.000000,189.000000,0.000000,-1.000000
-28.667600,27.441008,,1.497899,51.777149,2.820050,-0.235125,678.000000,108.000000,10.000000,64.684517,7.000000,213.000000,0.000000,-1.000000
-28.669745,27.565663,,1.430906,51.194603,2.730700,-0.292325,712.000000,115.000000,10.000000,64.671143,7.000000,213.000000,0.000000,-1.000000
-28.678483,28.147945,,1.443365,47.739479,2.664075,-0.162225,729.000000,118.000000,10.000000,65.283722,7.000000,195.000000,0.000000,-1.000000
-4.036983,-79.199713,,1.702466,2.895306,2.363100,1.112375,928.000000,155.000000,34.000000,48.590996,8.000000,216.000000,-0.500000,-0.866025
-28.636250,27.553658,,1.479644,50.991001,2.782500,-0.248700,693.000000,114.000000,9.000000,65.715538,8.000000,215.000000,-0.500000,-0.866025
0.878213,-77.704053,,1.008768,4.250332,1.540400,0.474325,1058.000000,126.000000,45.000000,30.742563,8.000000,214.000000,-0.500000,-0.866025
-31.206494,-64.346641,,1.495829,44.751381,2.707375,0.197475,733.000000,114.000000,11.000000,66.778854,8.000000,223.000000,-0.500000,-0.866025
-26.047178,27.786467,,1.609785,40.764656,2.649125,0.121675,721.000000,136.000000,3.000000,78.365257,8.000000,223.000000,-0.500000,-0.866025
-26.043405,27.786095,,1.609785,40.764656,2.649125,0.121675,721.000000,136.000000,3.000000,78.365257,8.000000,223.000000,-0.500000,-0.866025
-26.059888,27.879310,,1.637092,41.087360,2.673225,0.174150,716.000000,133.000000,3.000000,78.065933,8.000000,225.000000,-0.500000,-0.866025
-26.086878,27.819760,,1.609785,40.764656,2.649125,0.121675,721.000000,136.000000,3.000000,78.365257,8.000000,216.000000,-0.500000,-0.866025
-26.057333,27.881603,,1.637092,41.087360,2.673225,0.174150,716.000000,133.000000,3.000000,78.065933,8.000000,228.000000,-0.500000,-0.866025
-26.530545,28.067617,,1.620881,45.719902,2.729575,-0.025475,655.000000,112.000000,7.000000,75.560112,8.000000,241.000000,-0.500000,-0.866025
-26.184573,28.000595,,1.565932,41.256741,2.614125,0.107275,720.000000,131.000000,4.000000,78.140167,8.000000,235.000000,-0.500000,-0.866025
-26.184488,27.999445,,1.561352,43.446075,2.641800,0.042150,701.000000,126.000000,4.000000,77.291054,8.000000,235.000000,-0.500000,-0.866025
-34.403672,19.179205,,1.582124,27.825378,2.462258,0.767742,679.000000,95.000000,25.000000,48.435692,9.000000,265.000000,-0.866025,-0.500000
32.581437,-85.472375,,1.731541,71.233345,3.251300,0.129050,1430.000000,169.000000,74.000000,22.511715,10.000000,280.000000,-1.000000,-0.000000
41.748945,44.732900,,1.196160,80.746895,2.883300,-0.251400,565.000000,86.000000,22.000000,42.552002,10.000000,282.000000,-1.000000,-0.000000
-28.736081,28.434801,,1.381099,43.794655,2.520425,-0.092450,773.000000,124.000000,11.000000,65.421356,10.000000,305.000000,-1.000000,-0.000000
24.889139,102.840697,,1.436053,44.017620,2.379050,0.098275,934.000000,184.000000,13.000000,82.808853,10.000000,298.000000,-1.000000,-0.000000
-34.710946,149.996389,,1.318965,47.860649,2.624975,0.115125,721.000000,75.000000,43.000000,14.108142,10.000000,281.000000,-1.000000,-0.000000
40.452119,-3.984614,646.230000,1.419818,68.369209,3.178925,0.135500,385.000000,47.000000,11.000000,37.498352,10.000000,277.000000,-1.000000,-0.000000
40.233438,-3.588708,630.350000,1.462586,70.336594,3.295425,0.110000,399.000000,52.000000,10.000000,40.535603,10.000000,296.000000,-1.000000,-0.000000
41.530250,2.032780,195.370000,1.447360,57.651196,2.829200,0.280650,676.000000,81.000000,36.000000,24.456329,10.000000,294.000000,-1.000000,-0.000000
-31.569104,151.049909,755.000000,1.389363,49.697922,2.702275,0.145950,893.000000,115.000000,49.000000,23.944016,10.000000,284.000000,-1.000000,-0.000000
-31.347402,151.276434,581.000000,1.285652,48.493801,2.522650,0.120625,934.000000,120.000000,49.000000,24.091362,10.000000,284.000000,-1.000000,-0.000000
41.530137,2.032839,,1.447360,57.651196,2.829200,0.280650,676.000000,81.000000,36.000000,24.456329,11.000000,316.000000,-0.866025,0.500000
-26.678861,27.595239,,1.634413,47.525291,2.784900,-0.057575,639.000000,115.000000,6.000000,74.661621,11.000000,310.000000,-0.866025,0.500000
42.108423,2.763749,,1.372298,56.970501,2.761050,0.181450,727.000000,86.000000,33.000000,23.052347,11.000000,315.000000,-0.866025,0.500000
41.581903,2.036358,,1.447360,57.651196,2.829200,0.280650,676.000000,81.000000,36.000000,24.456329,11.000000,323.000000,-0.866025,0.500000
43.523680,39.873588,,1.188495,66.558342,2.564425,-0.066368,1669.000000,201.000000,111.000000,23.879602,11.000000,318.000000,-0.866025,0.500000
-26.043616,27.874949,,1.637092,41.087360,2.673225,0.174150,716.000000,133.000000,3.000000,78.065933,11.000000,318.000000,-0.866025,0.500000
-33.627179,150.284131,,1.254681,45.693130,2.448900,0.156725,1114.000000,143.000000,56.000000,28.908075,11.000000,313.000000,-0.866025,0.500000
41.592856,2.010061,,1.447360,57.651196,2.829200,0.280650,676.000000,81.000000,36.000000,24.456329,11.000000,316.000000,-0.866025,0.500000
41.545170,1.891337,,1.423419,58.280571,2.803700,0.263300,646.000000,76.000000,32.000000,25.244104,11.000000,321.000000,-0.866025,0.500000
-33.973844,22.501006,,1.585013,27.736759,2.477915,0.669724,566.000000,69.000000,34.000000,19.532698,11.000000,335.000000,-0.866025,0.500000
-38.353663,175.748930,,1.216630,38.145138,2.313150,0.218425,1453.000000,147.000000,88.000000,15.961555,11.000000,335.000000,-0.866025,0.500000
-38.996724,175.813016,,1.125077,37.556953,2.202175,0.189500,1560.000000,164.000000,94.000000,15.022326,11.000000,335.000000,-0.866025,0.500000
-38.997587,175.813454,,1.125077,37.556953,2.202175,0.189500,1560.000000,164.000000,94.000000,15.022326,11.000000,335.000000,-0.866025,0.500000
41.530128,2.032817,193.810000,1.447360,57.651196,2.829200,0.280650,676.000000,81.000000,36.000000,24.456329,11.000000,316.000000,-0.866025,0.500000
41.510711,2.092797,244.000000,1.447360,57.651196,2.829200,0.280650,676.000000,81.000000,36.000000,24.456329,11.000000,319.000000,-0.866025,0.500000
41.802743,2.434746,1250.000000,1.211701,57.336174,2.598625,0.080250,840.000000,92.000000,44.000000,20.577583,11.000000,308.000000,-0.866025,0.500000
42.769185,-8.939312,57.100000,1.368627,36.524887,2.270546,0.660546,1332.000000,185.000000,31.000000,45.034000,11.000000,317.000000,-0.866025,0.500000
-25.986300,27.523517,,1.715158,42.335712,2.775425,0.179975,689.000000,130.000000,4.000000,78.271149,12.000000,341.000000,-0.500000,0.866025
41.655682,2.747186,,1.505164,55.217487,2.821071,0.337679,720.000000,92.000000,29.000000,25.967394,12.000000,338.000000,-0.500000,0.866025
-37.004907,174.602771,,1.432392,30.968342,2.254364,0.661682,1311.000000,144.000000,80.000000,19.797077,12.000000,338.000000,-0.500000,0.866025
-26.057433,27.881953,,1.637092,41.087360,2.673225,0.174150,716.000000,133.000000,3.000000,78.065933,12.000000,336.000000,-0.500000,0.866025
-38.988743,175.814050,,1.125077,37.556953,2.202175,0.189500,1560.000000,164.000000,94.000000,15.022326,12.000000,345.000000,-0.500000,0.866025
-36.326306,175.504866,,1.473148,30.252247,2.294167,0.728889,1772.000000,196.000000,107.000000,21.075365,12.000000,337.000000,-0.500000,0.866025
41.416703,2.121503,,1.536224,55.551399,2.834160,0.425714,635.000000,82.000000,27.000000,29.711847,12.000000,343.000000,-0.500000,0.866025
41.554855,2.468768,,1.453166,56.062305,2.786384,0.299972,720.000000,89.000000,32.000000,24.979530,12.000000,357.000000,-0.500000,0.866025
40.590284,-4.048300,838.540000,1.215256,66.638924,2.869500,0.021550,431.000000,53.000000,16.000000,34.116817,12.000000,350.000000,-0.500000,0.866025
41.313037,1.992182,43.770000,1.470132,54.449921,2.751421,0.374632,657.000000,86.000000,26.000000,29.584057,12.000000,337.000000,-0.500000,0.866025
41.194549,1.517897,94.730000,1.520201,55.258648,2.832057,0.370314,600.000000,81.000000,26.000000,28.986830,12.000000,360.000000,-0.500000,0.866025
41.096265,-8.474524,,1.423359,40.797211,2.504600,0.473600,1277.000000,184.000000,18.000000,54.486977,1.000000,15.000000,0.000000,1.000000
-33.973788,18.444430,,1.651621,29.122250,2.512526,0.858842,592.000000,100.000000,17.000000,65.611244,2.000000,43.000000,0.500000,0.866025
-29.720205,-53.726352,,1.989655,40.297157,3.076925,0.974375,1661.000000,152.000000,127.000000,5.758197,2.000000,53.000000,0.500000,0.866025
-26.042889,27.877706,,1.637092,41.087360,2.673225,0.174150,716.000000,133.000000,3.000000,78.065933,3.000000,61.000000,0.866025,0.500000
-31.916012,24.561980,,1.438344,47.788506,2.856450,0.008800,384.000000,61.000000,13.000000,50.392895,3.000000,79.000000,0.866025,0.500000
-34.834651,-55.227894,,1.627309,41.990757,2.652150,0.715047,1045.000000,95.000000,69.000000,8.363090,3.000000,83.000000,0.866025,0.500000
-30.497321,151.664265,,1.291718,49.594925,2.584350,0.037675,802.000000,104.000000,45.000000,30.613825,3.000000,89.000000,0.866025,0.500000
-34.027359,18.810976,,1.714602,35.309898,2.757030,0.743614,662.000000,110.000000,17.000000,64.716141,3.000000,85.000000,0.866025,0.500000
-36.435000,148.623000,,0.987678,49.468544,2.378300,-0.183550,864.000000,92.000000,58.000000,14.426491,3.000000,80.000000,0.866025,0.500000
-36.435000,148.623000,,0.987678,49.468544,2.378300,-0.183550,864.000000,92.000000,58.000000,14.426491,3.000000,80.000000,0.866025,0.500000
-36.435000,148.623000,,0.987678,49.468544,2.378300,-0.183550,864.000000,92.000000,58.000000,14.426491,3.000000,80.000000,0.866025,0.500000
-36.435000,148.623000,,0.987678,49.468544,2.378300,-0.183550,864.000000,92.000000,58.000000,14.426491,3.000000,80.000000,0.866025,0.500000
-36.435000,148.623000,,0.987678,49.468544,2.378300,-0.183550,864.000000,92.000000,58.000000,14.426491,3.000000,80.000000,0.866025,0.500000
-27.431147,30.061429,,1.402817,37.241825,2.372325,0.046875,776.000000,143.000000,8.000000,75.223808,4.000000,95.000000,1.000000,0.000000
-27.980443,152.291278,,1.653359,42.570641,2.687775,0.522100,860.000000,118.000000,31.000000,44.909000,4.000000,100.000000,1.000000,0.000000
